name,region,variety,rating,notes
Dry Creek Vineyard Old Vine Zinfandel 2005,"Sonoma County, California",Red Wine,90.0,"This Old Vine Zinfandel is comprised of five uniquevineyards from the Dry Creek Valley. The average ageof these properties is more than 80 years old, whichcontribute a special flavor profile that is difficult todescribe. At first swirl, the 2005 vintage displays aspicy, lush black fruit character that leaps from theglass. On the palate, classic briary and raspberryflavors appear with layers of white pepper andcardamom adding a spicy complexity. The finishdisplays additional spice with smoky vanilla from theFrench oak, leading to a long and satisfying aftertaste.Delicious to the very last drop!"
Chateau Petit Village 2015,"Pomerol, Bordeaux, France",Red Wine,92.0,"It expresses the successful blend of the Merlot, Cabernet Franc and Cabernet Sauvignon grape varieties. Thanks to the Merlot and the Cabernet Franc, the wine offers aromatic complexity and a long, delicate finish. The Cabernet Sauvignon brings depth and a texture ideally suited for ageing."
Dolce (375ML half-bottle) 1999,"Napa Valley, California",,97.0,"Dolce is a blend of 76% Semillon and 24% Sauvignon Blanc. The rich, exotic fruit flavors and the honeyed botrytis character of the wine are complemented by toasty oak overtones that are balanced by a long, clean finish. Despite the difficulties experienced in the vineyard, this blend holds great promise. This warm vintage naturally developed more tropical flavors than some previous vintages - a reflection of vineyard location and vintage. The wine should continue to grow in complexity and interest as it ages in the bottle. -Dirk Hampson, Director of Winemaking"
Andremily Syrah No. 6 2017,"Santa Barbara, Central Coast, California",Red Wine,98.0,"The 2017 Andremily No.6, is cut from the same cloth as previous wines in the sequence, but perhaps just a touch better. Andremily No.6 is a blend of 92% Syrah, from White Hawk, Larner, Harrison-Clarke, and Watch Hill Vineyards, coupled with 5% Mourvedre, from Alta Mesa, and finished off with just a dab of Viognier. Andremily No.6 is an incredible sexy, rich and full-bodied elixir, that leaps from the glass. Offering bushels of black and blue fruit, scorched earth, and exotic spice. No.6 has a wonderful texture with fine tannins, and plenty of natural acidity to deliver great lift."
Billecart-Salmon Blanc de Blanc 1995,"Champagne, France",Sparkling & Champagne,93.0,Appearance: Clear and brilliant gold. Fine with a good mousse.
Inglenook Rubicon (1.5 Liter Magnum) 2010,"Rutherford, Napa Valley, California",Red Wine,90.0,"Rich, round, and elegantly textured, the 2010 Rubicon exudes deep, dark aromas of kirsch, cherries and fruit jam combined with a hint of almonds. The mid-palate unfolds as a powerful combination of ripe fruit, showing tannins of equal intensity. The finale is long, persistent and expressive. To experience the full nature of this wine, one hour of decanting is recommended."
G.D. Vajra Barbera d'Alba 2016,"Alba, Piedmont, Italy",Red Wine,92.0,"The 2016 Barbera d’Alba has a lively purple color. The nose is fragrant, wide, displaying purple flowers, hibai prune, wet stone and a hint of sweet spices. The mouth is succulent, with prune, small berries and a whiffle of noble spices. This wine is beautifully vibrant and balanced with a long, lingering finish. "
Conterno Fantino Barolo Sori Ginestra 2011,"Barolo, Piedmont, Italy",Red Wine,92.0,"Deep garnet with ruby hues, with a rich, fruity and persistent bouquet of rose petals, brushwood and berries this wine is full bodied, luscious, and austere on the palate. "
Lavinea Elton Pinot Noir 2016,"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,91.0,"Bright and deep purple in color with a bluish edge, the first nose opens with lovely aromas of sweet cherries in kirsch, fragrant rose and herbaceous rosemary, hints of lavender and boasting fresh cherries. Smooth and lush yet restrained and nervous, the lovely palate travels with a smooth beginning, vibrant core of fresh dark cherries and marionberries, wet bedrock and closing on an elegant finish sustained by silky tannins. The quintessential definition of a beautiful pinot noir, very complete and showing promises of getting better over time."
Legaris Crianza 2012,"Ribera del Duero, Spain",Red Wine,90.0,Very intense picota cherry red with violet hues. Aromas of ripe black fruit on the nose plus milky notes well blended with the toasty and spiced nuances from aging in barrels.
Foxglove Chardonnay 2010,"Central Coast, California",White Wine,90.0,"Fresh and lively with aromatic notes of tropical fruit and pear, in a fleshy, medium bodied style, with obvious minerality and precision."
J. Bookwalter Foreshadow Merlot 2007,"Columbia Valley, Washington",Red Wine,93.0,"Our Foreshadow Merlot showcases our best Merlot vineyards in the Columbia Valley and Red Mountain appellations. The wine shows classic Merlot varietal characters and exhibits aromas of spice and subtle dried herbs, black olive, bright red to slightly dark fruit with finishing scents of vanilla and sandalwood. The wine enters the palate sweet, has a medium plus weight in the mid palate and exhibits flavors of baker's chocolate, black cherries, cola and anise. The wine finishes with beautifully integrated fine-grained tannins and firm acidity. Given the nature of this wine's concentrated dark fruit core, tannin structure and acidity, I would recommend cellaring before near term consumption. Optimal cellaring for this merlot is in the 5–8 year range, however it will certainly age longer with proper care."
Bernardus Sierra Mar Vineyard Chardonnay 2012,"Santa Lucia Highlands, Monterey, Central Coast, California",White Wine,92.0,Sierra Mar is a superb new vineyard planted by the renowned grower Gary Franscioni on a dramatic hilltop location at the southern end of the Santa Lucia Highlands. Bernardus is honored to be among the few to receive both Pinot Noir and Chardonnay from this up-and-coming super star.
Booker Vineyard RLF 2012,"Paso Robles, Central Coast, California",Red Wine,94.0,"Booker's newest addition, RLF is meant to be a food-friendly, easy drinker. This wine is a change from the usual massive Booker wines, and like 'Ripper', RLF is a great companion to any meal. "
Chateau Poujeaux (Futures Pre-Sale) 2019,"Moulis, Bordeaux, France",Red Wine,96.0,"A deep garnet hue with brilliant bright purple glints. Intensely aromatic with notes of violets, blackcurrant, flint and cigar-box. The entry is homogeneously velvety smooth. The tannins are silky. Great minerality, beautiful finesse and elegance. Outstanding length of flavor. "
Cakebread Chardonnay 2009,"Napa Valley, California",White Wine,90.0,"Our 2009 Napa Valley Chardonnay boasts lovely, perfumed aromas of fresh melon, yellow apple, lime and white peach, with complementary mineral and toasty-spicy oak scents.  On the full-bodied, yet sleek palate, the wine offers concentrated, beautifully focused, peach, apple and citrus zest flavors, with mineral and spice tones enlivening the long, refreshing finish. Delightful now, this purely delicious Napa Valley Chardonnay will blossom further with another six months in bottle and, with proper cellaring, will drink beautifully for another 3 to 5 years. "
Chappellet Signature Cabernet Sauvignon 1998,"Napa Valley, California",Red Wine,87.0,"Aromas:  Rich blend of jammy berry fruit and chocolate balanced by hints of vanilla, spice and toasted oak. Well developed and forward in character. "
Flora Springs Rennie Reserve Cabernet Sauvignon 2013,"St. Helena, Napa Valley, California",Red Wine,90.0,"Named for the founders of our historic 1885 winery, our Rennie Reserve Cabernet Sauvignon stems from thirty years of farming a small, three-acre block on the Flora Springs Estate in the far southwest corner of the St. Helena appellation. With theprecise use of deficit irrigation, perfectly matched clone to soil selection and proper row orientation, this block is arguably the finest of our 650 acres of vineyard. We call it Block C, a percentage of which we use to create our Rennie Reserve Cabernet. The2013 vintage exhibits a dense, dark chocolate character in the nose, followed by black currant and juniper berries. Crème de cassis explodes in the mouth, with hints of coffee, black pepper and sandalwood rounding out the mouthfeel. This is a larger-than-life Cabernet, finishing with notes of ground allspice that linger on the palate. The Rennie Reserve wine can be paired with any hearty dish including your favorite cut of beef."
Heitz Cellar Napa Valley Cabernet Sauvignon 2013,"Napa Valley, California",Red Wine,92.0,"One sniff and anticipation takes hold. Beautiful aromas of vine-ripened blackberry contrast perfectly with spicy notes of nutmeg. There are a luscious weight and texture to the wine, but also a racy edge of well-balanced acidity on the palate."
Castellare I Sodi S. Niccolo 2007,"Tuscany, Italy",Red Wine,90.0,"Full-bodied, with firm yet fine-grained tannins, I Sodi di San Niccolò is an austere, rich and elegant wine that offers supple notes of wild berries, blackberry, currants and cedar, which are elegantly complemented by hints of vanilla and leather. "
Bodkin Late Harvest Sauvignon Blanc (375ML half-bottle) 2013,"Dry Creek Valley, Sonoma County, California",Screw Cap,92.0,"This the winemaker's favorite wine. Hands down. Notes of honey, orange blossom, candied hazelnuts and silage (yes, decomposing hay - I said it I meant it - Trust me it totally works in the context of this wine)."
Compania de Vinos Trico Trico Albarino 2013,"Rias Baixas, Spain",White Wine,93.0,"Golden yellow with green highlights, Trico displays a clean, bright and intense nose. The initial aromas include fresh green apples and citrus notes accompanying stone fruits such as ripe peach and apricot, as well as tropical pineapple and passion fruit. Delicate floral, herbaceous and balsamic notes complete a crisp and extensive aromatic experience. On the palate, this wine is flavorful and lush, with a nice acidity and finish."
Gloria Ferrer Carneros Pinot Noir 2008,"Carneros, California",Red Wine,91.0,"Ripe plum and black cherry fruit aromas followed by hints of mint and fresh herbs announce this delicious Pinot Noir.  On the palate, this wine displays complexity and roundness with flavors of cherries jubilee and fresh berries followed by a lingering dry finish. "
Cristom Eola-Amity Hills Chardonnay 2018,"Eola-Amity Hills, Willamette Valley, Oregon",White Wine,91.0,"Exhibiting an exquisite texture created by full malolactic fermentation in barrel, the 2018 Eola-Amity Hills Chardonnay offers a racy acidity, with notes of Asian pear and Meyer lemon before delivering a lengthy, refreshing finish."
